"","Kingdom","Phylum","Class","Order","Family","Genus"
"sp12240","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"sp12242","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"sp12243","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"sp12244","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lactonifactor"
"sp12249","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"sp12250","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Merdibacter"
"sp12251","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"sp12252","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA
"sp12253","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"sp12254","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"sp12255","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"sp12256","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"sp12257","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12258","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"sp12260","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea"
"sp12261","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"sp12262","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Klebsiella"
"sp12263","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter"
"sp12267","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"sp12268","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"sp12269","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA
"sp12270","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"sp12271","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA
"sp12272","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII",NA
"sp12273","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"sp12274","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus"
"sp12279","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"sp12280","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA
"sp12293","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12294","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acetanaerobacterium"
"sp12295","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12296","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"sp12297","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum"
"sp12299","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Murdochiella"
"sp12300","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12301","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"sp12302","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"sp12303","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12304","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"sp12305","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas"
"sp12306","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA
"sp12307","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"sp12308","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"sp12309","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"sp12310","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lactonifactor"
"sp12311","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"sp12312","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-004"
"sp12313","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"sp12315","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister"
"sp12316","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"sp12332","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2"
"sp12333","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12334","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_6"
"sp12335","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12345","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas"
"sp12346","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12347","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225"
"sp12348","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"sp12349","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"sp12350","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"sp12351","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lactonifactor"
"sp12352","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"sp12353","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Papillibacter"
"sp12354","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014"
"sp12355","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"sp12356","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella"
"sp12364","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas"
"sp12365","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA
"sp12366","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia"
"sp12367","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"sp12368","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus"
"sp12369","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"sp12376","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013"
"sp12377","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas"
"sp12378","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oxalobacter"
"sp12379","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea"
"sp12380","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA
"sp12381","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA
"sp12382","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA
"sp12383","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12384","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA
"sp12385","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas"
"sp12386","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12387","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"sp12388","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12389","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera"
"sp12390","Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella"
"sp12391","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"sp12392","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2"
"sp12393","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2"
"sp12394","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella"
"sp12395","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"sp12396","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"sp12397","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA
"sp12398","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Dehalobacterium"
"sp12399","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12400","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"sp12401","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"sp12402","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12403","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea"
"sp12404","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9"
"sp12405","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"sp12406","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"sp12407","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12408","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae",NA
"sp12409","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"sp12410","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12411","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"sp12412","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"sp12413","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella"
"sp12414","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12415","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12416","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9"
"sp12417","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12418","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"sp12419","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12420","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12421","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"sp12422","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12423","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acetanaerobacterium"
"sp12426","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium"
"sp12427","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"sp12428","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus"
"sp12429","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"sp12430","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA
"sp12431","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12432","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12433","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania"
"sp12435","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12436","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"sp12437","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225"
"sp12438","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"sp12439","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12440","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12441","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"sp12442","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"sp12443","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12444","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"sp12445","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-003"
"sp12446","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea"
"sp12452","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA
"sp12453","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12463","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella"
"sp12464","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA
"sp12465","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella"
"sp12468","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA
"sp12469","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12470","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea"
"sp12476","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12478","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus"
"sp12479","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas"
"sp12480","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"sp12481","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2"
"sp12482","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12566","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"sp12568","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium"
"sp12569","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister"
"sp12574","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"sp12575","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lactonifactor"
"sp12576","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12577","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea"
"sp12578","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"sp12579","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"sp12587","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"sp12588","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oxalobacter"
"sp12589","Eukaryota",NA,NA,NA,NA,NA
"sp12590","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum"
"sp12591","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12592","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA
"sp12594","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"sp12595","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cuneatibacter"
"sp12596","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"sp12597","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"sp12598","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"sp12599","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA
"sp12600","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"sp12601","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"sp12602","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"sp12603","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Merdibacter"
"sp12604","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12605","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas"
"sp12609","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12610","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"sp12611","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"sp12612","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"sp12613","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-010"
"sp12614","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1"
"sp12615","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"sp12616","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Eggerthia"
"sp12617","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"sp12618","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"sp12619","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"sp12620","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"sp12622","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"sp12623","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1"
"sp12624","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"sp12625","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
